Formula,Volume,Density,Uncorrected EPA,EPA,Formation EPA,Equilibrium Reaction EPA,Atomic Density,Bulk Modulus,Shear Modulus,Sound Velocity,Thermal Conductivity,Debye Temperature,O,N,C,B,Si,Al,Mg,Zr,Ti,Ca,Y,Hf,Fe,Na,K,Ba,Sr,Li,Be,Mn,V,Cr,Nb,Mo,W,Re,Sc,La,Ce,Th,U,Tm,Elements
Sc2 B2 O6,100.67384890531,3.423054235840808,-10.611022247,-9.008089935,-3.436941156833332,-0.019433798649998,10.278718105041516,158.788,71.217,93.59773208302458,1.8917752174239,705.3655990822913,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,976.68199359895,"['Sc', 'B', 'O']"
Ba8 Al16 O32,837.6689258086527,4.0485222621355454,-12.461091024642856,-7.619861021071428,-3.448150932499999,-0.100528566655843,15.345592481882628,84.0,41.224,24.033908400875173,1.009420065013414,431.9272008544213,32,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.5685199968,"['Ba', 'Al', 'O']"
Sr6 Re2 N6,288.19645123259977,5.659121146737977,-6.7508299914285725,-6.905544277142857,-0.828368318214286,-0.060037408035713,20.621430973689773,58.683,28.697,20.14059344833912,0.5781894570200921,272.96929448764223,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,723.05220479495,"['Sr', 'Re', 'N']"
Ca6 Fe2 N6,222.28432086009067,3.258548106721756,-9.917467018571427,-6.570391614285713,-0.9272981735714272,-0.062624135999995,16.04897367859684,71.871,46.556,45.14193198250619,1.126876923204235,497.0304846608754,0,6,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.3380636248,"['Ca', 'Fe', 'N']"
Ca6 Mo2 N6,247.85628385646297,3.459596696470503,-11.673481937857144,-6.962462282857143,-0.979993285,-0.023360694464286,17.725622890462986,52.788,22.998,18.64041517844521,0.7377427038013831,329.4566249123289,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,689.2090794022,"['Ca', 'Mo', 'N']"
Ba6 Fe2 N6,320.61165701242373,5.281276270960332,-18.010497742857144,-6.317621799285713,-0.711653332857142,-0.16455056142857,23.25414160968436,31.23,19.247,11.004240145676675,0.447424611788499,222.62053564868765,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.95351585495,"['Ba', 'Fe', 'N']"
Ba6 Mn2 N6,322.433272151296,5.242097556102625,-18.15524079,-6.515976727142855,-0.811151963275859,-0.102243661785711,23.49226830981905,32.686,20.268,11.957085088754807,0.458523995863889,229.00397916849812,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,673.0098155032,"['Ba', 'Mn', 'N']"
Sr6 Mn2 N6,268.0833765563128,4.457509414824265,-13.394427147857144,-6.478087651428572,-0.8703543947044341,-0.023938593577588,19.473893211956845,51.62,31.792,23.819723525037585,0.705085110273535,330.6637947213648,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,741.4466221952,"['Sr', 'Mn', 'N']"
Li16 Si2 O12,263.7065132024989,2.261978686023504,-6.618379793666668,-5.794003653666668,-2.435039187444444,-0.005470214333334,9.293586925876514,77.448,56.475,46.75512164264123,2.168829258042219,803.7796381292374,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,888.52143409375,"['Li', 'Si', 'O']"
Ti6 Si2 B1,131.45516063039065,4.474045497840971,-12.07660729111111,-12.07660729111111,-0.6854489058333301,-0.022577205030863,14.710379367999524,149.647,105.78,142.22499530444475,1.521211754312979,655.574730003425,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.31397462,"['Ti', 'Si', 'B']"
Zr1 Nb1 B4,58.73664976192425,6.42808268418156,-13.697801653333334,-13.697801653333334,-0.8862544291666671,-0.000278385000001,9.833752836436192,260.513,219.951,334.45049263649776,2.347442856225795,896.6783157938455,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1879.51855332055,"['Zr', 'Nb', 'B']"
Ti1 Nb1 B4,53.62428111984048,5.6983150630478185,-12.088404086666666,-12.088404086666666,-0.912196011111111,-0.009790568333333,8.966433283870694,268.26,238.167,381.964621889668,2.741908128669736,1020.0000707124746,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1991.76490593895,"['Ti', 'Nb', 'B']"
Ca12 Fe2 N10,409.50846867619833,2.971038318101861,-9.483301735,-6.114864787916667,-0.9319473533333332,-0.002406191458335,17.265506123815737,77.543,34.172,30.118308053276102,0.992091575179294,439.3881399582054,0,10,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.5987690712,"['Ca', 'Fe', 'N']"
Ca12 Mn2 N10,410.07415398514337,2.959594677712037,-9.589326951666669,-6.2414400075,-1.00085639941092,-0.014205643125,17.302479935025293,78.322,38.848,34.66154517948154,1.050314913857435,468.0098261271589,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,783.4217219072,"['Ca', 'Mn', 'N']"
Al2 V4 C2,94.63146585030748,4.943996913431869,-11.7886969125,-11.7886969125,-0.5740756675,-0.047012950000004,12.040983022120574,174.748,134.256,183.81670003774724,1.857747900526741,753.4803378992943,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1356.3665304448,"['Al', 'V', 'C']"
U2 Re2 B6,113.23622457214516,13.393533199845807,-31.465265907000003,-9.309563072999998,-0.5540231669999961,-0.044259778400002,11.421276195739852,264.934,191.09,175.75198036432965,1.397206902551271,554.2119217717967,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1702.425363455,"['U', 'Re', 'B']"
Na2 Al22 O34,610.3960197954334,3.219771939160305,-9.44682275137931,-7.727934880344799,-3.360404121944086,-0.00245713818963,10.846353020075195,152.126,69.533,53.45697601677188,1.865960322796337,708.906111340593,34,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.59919094895,"['Na', 'Al', 'O']"
Na2 Nb2 O4,88.2693972494368,5.564450399075284,-12.47810759625,-7.857723646249999,-2.522986689094827,-0.062693914625001,11.324026991446358,146.768,99.169,113.37224549327324,1.5940217183600032,627.6459830385115,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1144.49775980855,"['Na', 'Nb', 'O']"
Ti6 Al2 C4,152.1700758354353,4.247187776399313,-11.774865558333332,-8.41024293,-0.761240068333335,-0.0119508775,12.7834639675551,158.241,128.029,161.30334743115264,1.861624882643921,773.3829217189965,0,0,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.66667366255,"['Ti', 'Al', 'C']"
Li2 Nb2 O4,77.26563847183944,5.667091796766888,-12.32326303625,-8.162920410000002,-2.686382930833336,-0.112431430763891,9.895208854553005,156.667,100.566,111.7559862983734,1.746792433481287,655.3743964952031,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1152.9074961958001,"['Li', 'Nb', 'O']"
Ba2 Ce2 N4,148.71280308184802,6.821501249929258,-20.16416563375,-7.36027853,-1.227158454999999,-0.069933187916666,18.774182803137133,103.462,41.631,40.729392010132536,0.686598393368654,311.54664774493693,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,799.99243708855,"['Ba', 'Ce', 'N']"
Ti4 Al2 N2,104.7827198365926,4.333398085859132,-11.72046920875,-11.72046920875,-1.286378451770833,-0.045004347083333,13.258874000224296,156.701,118.851,169.15080019588152,1.748282557919518,731.5138252163216,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.17846811055,"['Ti', 'Al', 'N']"
Sc2 Cr2 C4,82.24278655088877,4.885074675874651,-11.94695630375,-8.9523852725,-0.3405148062499999,-0.013449695104171,10.36339013514115,208.072,136.76,190.14257772543544,2.10583821195877,803.5694011076513,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1371.53841368,"['Sc', 'Cr', 'C']"
Ti6 Si2 C4,144.36799404183623,4.502114422288263,-12.158403965833337,-12.158403965833337,-0.911486296666666,-0.00613033625,12.094597569170633,183.669,133.36,169.25405046175155,1.9333662007140824,782.0387726833261,0,0,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.93928928,"['Ti', 'Si', 'C']"
Hf4 Al6 C8,210.03580957534143,7.684098076318978,-17.345842837777777,-17.345842837777777,-0.64716877888889,-0.000154338765426,11.854891675213093,196.908,156.611,139.62324335560797,1.618857571923886,654.9430810065385,0,0,8,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492.06086292655,"['Hf', 'Al', 'C']"
Ba6 Na2 N2,441.6159639223956,3.37643875996875,-18.756095997,-3.419354647,-0.331969978275862,-0.011677907275861,44.0135114821,1.319,2.319,0.643256066336027,0.109639635801561,75.34850976759441,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.70824776855,"['Ba', 'Na', 'N']"
Li2 B2 C2,45.27148437558257,2.183366718728638,-7.028730719999999,-6.3140738,-0.374308039166667,-0.263114087677595,7.699540109511115,153.134,133.263,250.02627492742516,3.707279505507397,1308.563429342277,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.3517949429502,"['Li', 'B', 'C']"
Al2 Cr4 C2,87.09966264258458,5.451944114116659,-11.76611196375,-8.2428925,-0.17222914625,-0.059290603687497,11.124656389859148,188.491,140.846,185.2802441108229,1.919157583271323,756.5402305032326,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1396.3105376438,"['Al', 'Cr', 'C']"
Nb6 Al2 C4,163.25821567292772,6.707367113428557,-17.38543485916667,-9.2726576791667,-0.5207483058333651,-0.002998075833376,13.647166541853537,200.473,134.763,150.37606997872743,1.478215502931153,619.1898198243662,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1359.43791639295,"['Nb', 'Al', 'C']"
Nb4 Al2 C2,117.69480553776208,6.34348272819966,-17.0935213025,-8.7992561275,-0.5044639887500001,-0.01583049729165,14.782167220860911,169.752,112.681,139.61598727259846,1.320440140308319,567.555742876959,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1225.92806426855,"['Nb', 'Al', 'C']"
Ca8 Zr2 N8,307.3246764819375,3.323651399509045,-11.053394223333337,-11.053394223333337,-1.340286513333334,-0.008802001805555,17.280749040521155,86.996,41.251,39.97096161673047,1.025117364018063,455.6230414770079,0,8,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.72931475055,"['Ca', 'Zr', 'N']"
Ca8 Hf2 N8,303.5565922640042,4.319646910284184,-13.581982947222222,-13.581982947222222,-1.37980596111111,-0.013052391249999,17.069373900674634,88.682,42.246,36.10875584485271,0.917202058416252,406.0771305892316,0,8,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.6554584838,"['Ca', 'Hf', 'N']"
Sr6 Al6 N10,322.8565549434943,4.256963961065684,-11.432549024090909,-11.432549024090909,-1.316455246249999,-0.002571882727272,14.967275874437824,104.031,52.829,44.4847176858508,1.12701441300927,479.0439606649719,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.75438678255,"['Sr', 'Al', 'N']"
Sr8 Ti2 N8,332.657429718562,4.536230845239055,-13.369285555555557,-13.369285555555557,-1.143129557962963,-0.055609943888892,18.74858086166846,72.97,33.654,26.31509327522433,0.752919634979741,343.42911703281544,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.5180654438001,"['Sr', 'Ti', 'N']"
Ca6 Al6 N10,291.20154590329133,3.093103869715857,-9.335867221363635,-9.335867221363635,-1.430873635340908,-0.007355239431818,13.483025115023118,112.618,59.404,59.10471305984685,1.497984286579159,616.1228949794878,0,10,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906.0184993688,"['Ca', 'Al', 'N']"
Li6 B14 O24,409.98662575062383,2.33692289169213,-8.53460583840909,-7.9015793459090915,-2.8171228433712123,-0.016286864147734,9.771790750061788,64.468,39.327,25.91647222133069,1.7431183656844431,649.224347161865,24,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,786.2732071109499,"['Li', 'B', 'O']"
Na16 Ti10 O28,626.6424029693172,3.430266437369284,-9.312637699444444,-7.284906991481481,-2.859622532877819,-0.03800546787037,12.101703569010304,74.063,43.59,25.03981469289125,1.313697533588166,524.3302308489175,28,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.661948455,"['Na', 'Ti', 'O']"
Ca6 Si6 O18,398.6826269045318,2.902926209649268,-10.032417086,-7.903008399833334,-3.4480482148333342,-0.032556823416667,13.661367657860644,92.549,47.623,40.5743184276374,1.381233311837815,569.879097322834,18,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835.69930257095,"['Ca', 'Si', 'O']"
Al8 Si4 O20,292.71348472038466,3.67708391901841,-9.7538771484375,-8.0839042028125,-3.3768698634375,-0.007963729479167,9.46314573450005,172.073,119.72,110.03919009095654,2.431499828649202,903.5809756507372,20,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268.42828312,"['Al', 'Si', 'O']"
Ca8 Ti2 N8,284.1396514237384,3.088087501599648,-9.984822161666669,-6.784099876666667,-1.309544041481481,-0.108646975833331,15.97063496572937,90.623,44.997,45.09563264149004,1.166697818714072,506.197953146439,0,8,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.04587150495,"['Ca', 'Ti', 'N']"
Ca4 N8 O24,423.78105286463904,2.571839404251636,-7.896005214166667,-6.896944094444445,-1.5225083833333342,-0.308793621319444,13.071481883140748,3.748,8.029,2.325726470162247,0.5331831528170571,252.9985786222916,24,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.48684566255,"['Ca', 'N', 'O']"
Sr4 N8 O24,466.4669089834224,3.01345749745532,-8.843239512222222,-6.911085598888889,-1.571446753333333,-0.379496438888889,13.70335985298253,31.616,13.799,6.802407970262047,0.7469974085562061,306.1874353849044,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.65681682055,"['Sr', 'N', 'O']"
Ba4 N8 O24,541.9692283029106,3.202838418744975,-10.10800642111111,-6.954987290000001,-1.590176572222223,-0.409655081111111,15.74634817338756,27.443,9.771,4.580717059000503,0.559279356235166,238.26396588407607,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.79911984255,"['Ba', 'N', 'O']"
Li56 V8 N32,857.2197856848157,2.410636407056012,-6.5683269559375,-6.5683269559375,-0.9590333469097212,-0.295376528020833,9.234285622692203,82.448,71.832,41.62706265225128,2.309779388250791,866.2949668588732,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,8,0,0,0,0,0,0,0,0,0,0,980.3650299231999,"['Li', 'V', 'N']"
Li24 Y8 N16,582.7583499245023,3.139913998254375,-5.621851308958333,-5.742184642291666,-0.9234487106249992,-0.004168922291666,12.138822721455613,80.904,44.751,28.33387940075465,1.366251655422163,543.9717042903704,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,818.57986860055,"['Li', 'Y', 'N']"
Li24 Sc8 N16,497.4472018838935,2.504720868474172,-7.233336126666667,-5.839127057708332,-1.049828191874998,-0.048145796041662,10.5990685836692,92.251,60.664,45.0748189648376,1.943435312852392,747.2012257298903,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8,0,0,0,0,913.5483064928,"['Li', 'Sc', 'N']"
Li4 Al20 O32,492.71254483057214,3.637709910471634,-9.270018847142856,-7.652068448035702,-3.350604872559511,-0.018227456785714,9.088037929043477,196.082,120.442,96.08319974237028,2.54526184474568,925.7198752068856,32,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.7906714502,"['Li', 'Al', 'O']"
Li1 Mg1 N1,30.452298785809447,2.467592901693601,-6.040044593333333,-6.040044593333333,-0.8117910368055551,-0.073879614444444,10.485022896303592,98.683,82.964,163.62599169672578,2.261888161863176,882.3512757187104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.1029039128,"['Li', 'Mg', 'N']"
Be1 Al1 B1,30.27241212842413,2.567389306027877,-6.233663393333334,-4.773859326666667,-0.052399171388889,-0.025511884133333,10.190336333227547,140.226,133.528,308.53096987523645,2.794720106174573,1091.8828758716325,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1351.9568297312,"['Be', 'Al', 'B']"
Ce3 Al1 C1,124.05038839781577,6.148730543884092,-22.187998168,-22.187998168,-0.347754207999997,-0.043829246633329,24.11849199795393,64.659,43.092,45.38858085099276,0.588425206382675,297.8279880904474,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,808.6950262552,"['Ce', 'Al', 'C']"
Ba1 Nb1 O3,70.62797941745364,6.541520975229358,-16.83688708,-8.551587160000029,-3.178754561000029,-0.027926922888916,14.329025301661275,167.842,89.357,122.95933345375582,1.209755336083148,508.0137443182395,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1085.49144039695,"['Ba', 'Nb', 'O']"
Ti3 Al1 C1,72.50844376204412,4.181626175993707,-11.748775796,-7.9242064619999955,-0.591599556999995,-0.015759667833328,14.61645236078365,153.159,103.192,174.73783123260168,1.568410412548015,672.2715877207079,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168.7214438752,"['Ti', 'Al', 'C']"
Sc3 Al1 C1,91.70294768893667,3.148222468529968,-10.85460812,-10.85460812,-0.6796490030000001,-0.179787766999995,18.375565720448854,100.358,84.205,148.37385371815307,1.367177751658009,642.9064318838525,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1054.55131511375,"['Sc', 'Al', 'C']"
K1 U1 O3,79.44393397949037,6.795779344751634,-24.03027386,-8.78844244,-3.335109890449998,-0.068015091999994,16.231279303972748,134.466,67.688,85.24408170244678,0.957932932077638,418.1483175604852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,955.5559959392001,"['K', 'U', 'O']"
Y3 Al1 C1,116.67131043219946,4.351052935302186,-16.062243828,-6.892799500000001,-0.392032905,-0.073773573833333,23.45444011976885,79.684,63.961,92.07588204762548,0.8668831604584011,440.602147868285,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.25956523655,"['Y', 'Al', 'C']"
Mn3 Al1 C1,62.13431003614152,5.44672413133505,-12.403001304,-8.283628118,-0.19110724775862,-0.03498773726087,11.025865848009436,235.077,130.58,200.3990097403199,1.779177782839462,686.187822119956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1334.10592502,"['Mn', 'Al', 'C']"
Ba1 Hf1 O3,72.50319461578196,8.332451510149609,-21.605130534,-9.130724048,-3.786714650999999,-0.0683381445,14.838819610441751,159.196,102.329,125.92890049979712,1.108365346461105,476.02172707972215,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.5235633325499,"['Ba', 'Hf', 'O']"
La4 Hf4 O14,309.60629513355906,8.010615917137324,-21.34888085590909,-9.898733314090917,-4.042177013636373,-0.087766937045467,14.332002961266744,160.548,89.983,67.70527907709825,1.094700719729691,460.9948661146641,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1089.25284715895,"['La', 'Hf', 'O']"
Mg2 Al4 O8,131.89768341011103,3.582135926109096,-9.223510747857144,-7.500496476428567,-3.370001377142852,-0.054376608571423,9.72666093385725,182.861,98.235,120.93363160653176,2.237327455377156,826.0908254467637,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138.8764133737502,"['Mg', 'Al', 'O']"
Fe12 Mo12 N4,344.1490680725557,9.058788909931224,-18.723077231071425,-9.65486238964286,-0.185535003214289,-0.026432949285716,12.00239820690104,184.008,48.139,31.289868599399348,0.867037588155367,334.3899309198736,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,838.7760398265501,"['Fe', 'Mo', 'N']"
Mo2 C1 N1,40.80098553266527,8.86809818420709,-18.191054305,-10.1687995475,-0.353659394999999,-0.038632956249998,10.359955667587506,353.135,222.816,375.3089832872164,2.01015080016368,764.9849974546908,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1897.1483934208,"['Mo', 'C', 'N']"
Ba4 Si10 N16,380.09679578091016,4.605818506576387,-12.702773286,-7.851508200666668,-1.340124068000002,-0.012402650250015,12.91089260036368,159.326,99.809,87.21915126432687,1.615690318421343,661.3862772647116,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.3502000645499,"['Ba', 'Si', 'N']"
Li4 V4 N8,179.76813243281472,3.173721524049369,-9.70941348375,-9.70941348375,-1.025967612291667,-0.017792990168269,11.567047543921891,80.75,46.341,41.479876986061306,1.444916441767592,567.2648217844204,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,828.05642855455,"['Li', 'V', 'N']"
Be4 C4 N8,98.57446062429544,3.304168708198216,-8.636111305,-7.976606461875001,-0.5648687118750011,-0.057638379166668,6.216925523248006,310.237,292.421,430.98548288096606,5.072383351956527,1679.1809254363272,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2328.23863268255,"['Be', 'C', 'N']"
Mg4 Si4 N8,169.7046730175214,3.146968551178362,-9.199083919375,-7.279094643125,-1.346008759375,-0.223218170729166,10.851089261658045,173.274,105.134,134.2799881165189,2.263155551149834,872.5877520644297,0,8,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180.4211768758,"['Mg', 'Si', 'N']"
Mg4 V2 N6,144.36430077503096,3.256832493732059,-9.468327449166669,-7.343805960833332,-1.117192738333332,-0.183097449861109,12.318464440588777,128.676,54.099,65.68997668081212,1.506508721374292,595.0382380064607,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,874.3347759905499,"['Mg', 'V', 'N']"
Mg4 Cr2 N6,141.3270120942011,3.351608073249791,-9.332870350833334,-7.177204299166671,-0.8557341766666701,-0.057002453194448,12.080450178816768,124.288,51.678,60.48864241327452,1.47272977734392,577.667277041407,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,859.8858186261999,"['Mg', 'Cr', 'N']"
Al10 B2 O18,326.8367177513697,2.943856768124401,-9.558055702333332,-8.029205451666666,-3.366610787277777,-0.03535921127778,11.224340168826249,159.267,78.213,80.56496126316533,2.012719859334651,775.9995540444453,18,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.60333035295,"['Al', 'B', 'O']"
Na4 Si2 O6,151.9786211667532,2.667359066054255,-8.213724463333334,-6.518286350833332,-2.692845917126435,-0.050625362361108,13.27035460562724,61.337,35.839,35.48473716353535,1.274088765248312,524.1706775499773,6,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.51492865655,"['Na', 'Si', 'O']"
Li4 Si2 O6,116.13509258822238,2.572720379057695,-8.01080788,-6.897402715833334,-2.882894919444446,-0.037497249444446,10.191126243627645,76.805,51.443,54.10504690685343,1.836242886344497,697.6505161141341,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,858.4836402369499,"['Li', 'Si', 'O']"
Na2 Si4 N6,126.41599522077776,3.183545998173716,-9.338391959166666,-9.338391959166666,-1.2553983302083331,-0.215630279722221,10.788722922137014,186.672,116.13,168.3170576847186,2.370159926665731,913.4695523960488,0,6,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246.7456972950001,"['Na', 'Si', 'N']"
Li4 Si4 O10,201.80564733481847,2.46934504145025,-8.658912863888888,-7.394610862777777,-3.015912327407407,-0.003038599814809,11.738641977446989,78.037,49.052,48.19376610676143,1.670255785674759,662.5086856170386,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,844.2206742872,"['Li', 'Si', 'O']"
